Data,Vendedor,Produto,Valor Unitario,Quantidade Vendida,Faturamento,Lucro,Forma de Pagamento,Local da venda,Unnamed: 0
2/4/2020,João Lira - 17278283926,Celular,R$ 300,6,R$ 1.800,R$ 1.100,Boleto,Pernambuco (PE),70
2/4/2020,João Lira - 17278283926,Tablet,R$ 500,8,R$ 4.000,R$ 1.600,Cartão de Crédito,Piauí (PI),55
2/4/2020,João Lira - 17278283926,Notebook,R$ 700,8,R$ 5.600,R$ 1.500,Cartão de Crédito,Rio de Janeiro (RJ),11
2/4/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 200,Cartão de Crédito,Rio Grande do Norte (RN),1
2/4/2020,João Martins - 16337283762,Tablet,R$ 500,3,R$ 1.500,R$ 400,Cartão de Crédito,Rio Grande do Sul (RS),11
2/4/2020,João Lira - 17278283926,Notebook,R$ 700,4,R$ 2.800,R$ 1.700,Boleto,Rondônia (RO),64
2/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Roraima (RR),30
2/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 1.500,Cartão de Crédito,Santa Catarina (SC),20
2/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,São Paulo (SP),38
2/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,4,R$ 1.200,R$ 400,Cartão de Crédito,Sergipe (SE),12
2/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,4,R$ 2.000,R$ 1.000,Boleto,Tocantins (TO),59
2/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,2,R$ 1.400,R$ 400,Cartão de Crédito,Acre (AC),91
2/4/2020,João Lira - 17278283926,Celular,R$ 300,3,R$ 900,R$ 400,Cartão de Crédito,Alagoas (AL),21
2/4/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 600,Cartão de Crédito,Amapá (AP),6
2/4/2020,João Lira - 17278283926,Notebook,R$ 700,1,R$ 700,R$ 400,Cartão de Crédito,Amazonas (AM),75
2/4/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 200,Cartão de Crédito,Bahia (BA),82
2/4/2020,João Lira - 17278283926,Tablet,R$ 500,1,R$ 500,R$ 100,Boleto,Ceará (CE),86
2/4/2020,João Martins - 16337283762,Notebook,R$ 700,1,R$ 700,R$ 400,Boleto,Distrito Federal (DF),40
3/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,4,R$ 1.200,R$ 300,Cartão de Crédito,Espírito Santo (ES),10
3/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,1,R$ 500,R$ 200,Boleto,Goiás (GO),54
3/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Maranhão (MA),94
3/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,8,R$ 2.400,R$ 1.400,Boleto,Mato Grosso (MT),4
3/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,7,R$ 3.500,R$ 1.300,Cartão de Crédito,Mato Grosso do Sul (MS),23
3/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,8,R$ 5.600,R$ 1.300,Cartão de Crédito,Minas Gerais (MG),24
3/4/2020,João Lira - 17278283926,Celular,R$ 300,5,R$ 1.500,R$ 400,Boleto,Pará (PA),20
3/4/2020,João Lira - 17278283926,Tablet,R$ 500,7,R$ 3.500,R$ 1.400,Cartão de Crédito,Paraíba (PB),25
3/4/2020,João Lira - 17278283926,Notebook,R$ 700,5,R$ 3.500,R$ 800,Cartão de Crédito,Paraná (PR),96
3/4/2020,João Lira - 17278283926,Celular,R$ 300,6,R$ 1.800,R$ 1.000,Cartão de Crédito,Pernambuco (PE),3
3/4/2020,João Martins - 16337283762,Tablet,R$ 500,2,R$ 1.000,R$ 400,Boleto,Piauí (PI),37
3/4/2020,João Martins - 16337283762,Notebook,R$ 700,9,R$ 6.300,R$ 2.500,Cartão de Crédito,Rio de Janeiro (RJ),13
3/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,6,R$ 1.800,R$ 900,Boleto,Rio Grande do Norte (RN),39
3/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 800,Cartão de Crédito,Rio Grande do Sul (RS),63
3/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,5,R$ 3.500,R$ 1.700,Cartão de Crédito,Rondônia (RO),62
3/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Roraima (RR),35
3/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Santa Catarina (SC),64
3/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,4,R$ 2.800,R$ 1.400,Boleto,São Paulo (SP),15
3/4/2020,João Lira - 17278283926,Celular,R$ 300,3,R$ 900,R$ 600,Cartão de Crédito,Sergipe (SE),34
3/4/2020,João Lira - 17278283926,Tablet,R$ 500,3,R$ 1.500,R$ 300,Cartão de Crédito,Tocantins (TO),32
3/4/2020,João Lira - 17278283926,Notebook,R$ 700,6,R$ 4.200,R$ 2.100,Cartão de Crédito,Acre (AC),60
3/4/2020,João Martins - 16337283762,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Alagoas (AL),50
3/4/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 400,Cartão de Crédito,Amapá (AP),32
3/4/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 700,Cartão de Crédito,Amazonas (AM),6
3/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Bahia (BA),20
3/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,2,R$ 1.000,R$ 200,Cartão de Crédito,Ceará (CE),48
3/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,3,R$ 2.100,R$ 900,Cartão de Crédito,Distrito Federal (DF),67
3/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,3,R$ 900,R$ 400,Cartão de Crédito,Espírito Santo (ES),82
3/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 300,Boleto,Goiás (GO),4
3/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,2,R$ 1.400,R$ 800,Cartão de Crédito,Maranhão (MA),62
3/4/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 200,Cartão de Crédito,Mato Grosso (MT),23
3/4/2020,João Lira - 17278283926,Tablet,R$ 500,1,R$ 500,R$ 200,Boleto,Mato Grosso do Sul (MS),76
3/4/2020,João Lira - 17278283926,Notebook,R$ 700,1,R$ 700,R$ 400,Cartão de Crédito,Minas Gerais (MG),84
3/4/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 300,Boleto,Pará (PA),18
3/4/2020,João Martins - 16337283762,Tablet,R$ 500,1,R$ 500,R$ 300,Boleto,Paraíba (PB),11
3/4/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 900,Cartão de Crédito,Paraná (PR),39
4/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,1,R$ 300,R$ 200,Cartão de Crédito,Pernambuco (PE),25
4/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,0,R$ 0,R$ 0,Boleto,Piauí (PI),9
4/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,4,R$ 2.800,R$ 1.500,Cartão de Crédito,Rio de Janeiro (RJ),95
4/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,3,R$ 900,R$ 500,Cartão de Crédito,Rio Grande do Norte (RN),24
4/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Rio Grande do Sul (RS),97
4/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,6,R$ 4.200,R$ 2.300,Boleto,Rondônia (RO),10
4/4/2020,João Lira - 17278283926,Celular,R$ 300,7,R$ 2.100,R$ 1.100,Cartão de Crédito,Roraima (RR),27
4/4/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 300,Cartão de Crédito,Santa Catarina (SC),45
4/4/2020,João Lira - 17278283926,Notebook,R$ 700,4,R$ 2.800,R$ 800,Cartão de Crédito,São Paulo (SP),80
4/4/2020,João Martins - 16337283762,Celular,R$ 300,3,R$ 900,R$ 300,Cartão de Crédito,Sergipe (SE),35
4/4/2020,João Martins - 16337283762,Tablet,R$ 500,9,R$ 4.500,R$ 2.500,Cartão de Crédito,Tocantins (TO),55
4/4/2020,João Martins - 16337283762,Notebook,R$ 700,7,R$ 4.900,R$ 3.100,Cartão de Crédito,Acre (AC),65
4/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,2,R$ 600,R$ 200,Boleto,Alagoas (AL),52
4/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,2,R$ 1.000,R$ 600,Cartão de Crédito,Amapá (AP),35
4/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,5,R$ 3.500,R$ 1.800,Cartão de Crédito,Amazonas (AM),54
4/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Bahia (BA),85
4/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,5,R$ 2.500,R$ 1.400,Cartão de Crédito,Ceará (CE),3
4/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,1,R$ 700,R$ 300,Cartão de Crédito,Distrito Federal (DF),81
4/4/2020,João Lira - 17278283926,Celular,R$ 300,4,R$ 1.200,R$ 400,Cartão de Crédito,Espírito Santo (ES),67
4/4/2020,João Lira - 17278283926,Tablet,R$ 500,5,R$ 2.500,R$ 500,Boleto,Goiás (GO),18
4/4/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 400,Boleto,Maranhão (MA),67
4/4/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 200,Cartão de Crédito,Mato Grosso (MT),83
4/4/2020,João Lira - 17278283926,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Mato Grosso do Sul (MS),70
4/4/2020,João Lira - 17278283926,Notebook,R$ 700,4,R$ 2.800,R$ 600,Cartão de Crédito,Minas Gerais (MG),54
4/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,3,R$ 900,R$ 600,Cartão de Crédito,Pará (PA),81
4/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,1,R$ 500,R$ 200,Boleto,Paraíba (PB),21
4/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 600,Cartão de Crédito,Paraná (PR),43
4/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Pernambuco (PE),50
4/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,4,R$ 2.000,R$ 1.000,Boleto,Piauí (PI),49
4/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,4,R$ 2.800,R$ 1.100,Cartão de Crédito,Rio de Janeiro (RJ),18
4/4/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 100,Cartão de Crédito,Rio Grande do Norte (RN),19
4/4/2020,João Lira - 17278283926,Tablet,R$ 500,4,R$ 2.000,R$ 1.100,Cartão de Crédito,Rio Grande do Sul (RS),56
4/4/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 400,Cartão de Crédito,Rondônia (RO),60
4/4/2020,João Lira - 17278283926,Celular,R$ 300,3,R$ 900,R$ 400,Cartão de Crédito,Roraima (RR),32
4/4/2020,João Lira - 17278283926,Tablet,R$ 500,1,R$ 500,R$ 300,Cartão de Crédito,Santa Catarina (SC),55
4/4/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 400,Boleto,São Paulo (SP),29
5/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,4,R$ 1.200,R$ 600,Cartão de Crédito,Sergipe (SE),15
5/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,0,R$ 0,R$ 0,Boleto,Tocantins (TO),60
5/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 500,Cartão de Crédito,Bahia (BA),98
5/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Ceará (CE),8
5/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,8,R$ 4.000,R$ 1.200,Boleto,Distrito Federal (DF),3
5/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,5,R$ 3.500,R$ 2.200,Cartão de Crédito,Espírito Santo (ES),58
5/4/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 200,Boleto,Goiás (GO),17
5/4/2020,João Lira - 17278283926,Tablet,R$ 500,6,R$ 3.000,R$ 800,Cartão de Crédito,Maranhão (MA),32
5/4/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 800,Boleto,Mato Grosso (MT),79
5/4/2020,João Lira - 17278283926,Celular,R$ 300,1,R$ 300,R$ 200,Boleto,Mato Grosso do Sul (MS),91
5/4/2020,João Lira - 17278283926,Tablet,R$ 500,4,R$ 2.000,R$ 1.200,Cartão de Crédito,Minas Gerais (MG),62
5/4/2020,João Martins - 16337283762,Notebook,R$ 700,3,R$ 2.100,R$ 500,Cartão de Crédito,Pará (PA),27
5/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,6,R$ 1.800,R$ 600,Cartão de Crédito,Paraíba (PB),2
5/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,2,R$ 1.000,R$ 400,Boleto,Paraná (PR),11
5/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 500,Boleto,Pernambuco (PE),38
5/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,5,R$ 1.500,R$ 800,Cartão de Crédito,Piauí (PI),52
5/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,7,R$ 3.500,R$ 1.300,Boleto,Rio de Janeiro (RJ),91
5/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,3,R$ 2.100,R$ 600,Cartão de Crédito,Rio Grande do Norte (RN),43
5/4/2020,João Lira - 17278283926,Celular,R$ 300,4,R$ 1.200,R$ 600,Cartão de Crédito,Rio Grande do Sul (RS),47
5/4/2020,João Lira - 17278283926,Tablet,R$ 500,7,R$ 3.500,R$ 2.300,Cartão de Crédito,Rondônia (RO),39
5/4/2020,João Lira - 17278283926,Notebook,R$ 700,4,R$ 2.800,R$ 1.200,Cartão de Crédito,Roraima (RR),15
5/4/2020,João Martins - 16337283762,Celular,R$ 300,0,R$ 0,R$ 0,Boleto,Santa Catarina (SC),40
5/4/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 500,Cartão de Crédito,São Paulo (SP),47
5/4/2020,João Lira - 17278283926,Notebook,R$ 700,4,R$ 2.800,R$ 1.400,Cartão de Crédito,Sergipe (SE),91
5/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,4,R$ 1.200,R$ 700,Boleto,Tocantins (TO),58
5/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 1.800,Cartão de Crédito,Acre (AC),62
5/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 500,Cartão de Crédito,Alagoas (AL),72
5/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 200,Boleto,Amapá (AP),87
5/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 500,Cartão de Crédito,Amazonas (AM),66
5/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,2,R$ 1.400,R$ 800,Cartão de Crédito,Bahia (BA),44
5/4/2020,João Lira - 17278283926,Celular,R$ 300,1,R$ 300,R$ 100,Boleto,Ceará (CE),18
5/4/2020,João Lira - 17278283926,Tablet,R$ 500,4,R$ 2.000,R$ 1.000,Boleto,Distrito Federal (DF),44
5/4/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 500,Boleto,Espírito Santo (ES),80
5/4/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 200,Cartão de Crédito,Goiás (GO),50
5/4/2020,João Martins - 16337283762,Tablet,R$ 500,2,R$ 1.000,R$ 300,Boleto,Maranhão (MA),28
5/4/2020,João Martins - 16337283762,Notebook,R$ 700,3,R$ 2.100,R$ 1.300,Cartão de Crédito,Mato Grosso (MT),53
6/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Mato Grosso do Sul (MS),9
6/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 1.700,Cartão de Crédito,Minas Gerais (MG),5
6/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,5,R$ 3.500,R$ 2.100,Cartão de Crédito,Pará (PA),1
6/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,3,R$ 900,R$ 600,Cartão de Crédito,Paraíba (PB),93
6/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,6,R$ 3.000,R$ 600,Cartão de Crédito,Paraná (PR),30
6/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,7,R$ 4.900,R$ 1.000,Cartão de Crédito,Pernambuco (PE),89
6/4/2020,João Lira - 17278283926,Celular,R$ 300,1,R$ 300,R$ 200,Cartão de Crédito,Piauí (PI),77
6/4/2020,João Lira - 17278283926,Tablet,R$ 500,3,R$ 1.500,R$ 800,Cartão de Crédito,Rio de Janeiro (RJ),55
6/4/2020,João Lira - 17278283926,Notebook,R$ 700,5,R$ 3.500,R$ 1.800,Cartão de Crédito,Rio Grande do Norte (RN),79
6/4/2020,João Martins - 16337283762,Celular,R$ 300,9,R$ 2.700,R$ 900,Boleto,Rio Grande do Sul (RS),93
6/4/2020,João Lira - 17278283926,Tablet,R$ 500,7,R$ 3.500,R$ 1.300,Cartão de Crédito,Rondônia (RO),82
6/4/2020,João Martins - 16337283762,Notebook,R$ 700,7,R$ 4.900,R$ 2.500,Cartão de Crédito,Roraima (RR),75
6/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,4,R$ 1.200,R$ 300,Cartão de Crédito,Santa Catarina (SC),16
6/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,4,R$ 2.000,R$ 1.200,Cartão de Crédito,São Paulo (SP),47
6/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,0,R$ 0,R$ 0,Cartão de Crédito,Sergipe (SE),89
6/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,5,R$ 1.500,R$ 400,Cartão de Crédito,Tocantins (TO),44
6/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,5,R$ 2.500,R$ 1.000,Cartão de Crédito,Bahia (BA),58
6/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,5,R$ 3.500,R$ 1.000,Cartão de Crédito,Ceará (CE),22
6/4/2020,João Lira - 17278283926,Celular,R$ 300,9,R$ 2.700,R$ 1.100,Cartão de Crédito,Distrito Federal (DF),83
6/4/2020,João Lira - 17278283926,Tablet,R$ 500,8,R$ 4.000,R$ 2.200,Cartão de Crédito,Espírito Santo (ES),25
6/4/2020,João Lira - 17278283926,Notebook,R$ 700,6,R$ 4.200,R$ 1.000,Cartão de Crédito,Goiás (GO),51
6/4/2020,João Lira - 17278283926,Celular,R$ 300,3,R$ 900,R$ 500,Boleto,Maranhão (MA),93
6/4/2020,João Lira - 17278283926,Tablet,R$ 500,1,R$ 500,R$ 200,Cartão de Crédito,Mato Grosso (MT),31
6/4/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 900,Cartão de Crédito,Mato Grosso do Sul (MS),10
6/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Minas Gerais (MG),11
6/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,1,R$ 500,R$ 300,Cartão de Crédito,Pará (PA),43
6/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,1,R$ 700,R$ 500,Cartão de Crédito,Paraíba (PB),54
6/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,Paraná (PR),50
6/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,0,R$ 0,R$ 0,Boleto,Pernambuco (PE),80
6/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,3,R$ 2.100,R$ 700,Cartão de Crédito,Piauí (PI),59
6/4/2020,João Lira - 17278283926,Celular,R$ 300,0,R$ 0,R$ 0,Cartão de Crédito,Rio de Janeiro (RJ),70
6/4/2020,João Lira - 17278283926,Tablet,R$ 500,1,R$ 500,R$ 300,Cartão de Crédito,Rio Grande do Norte (RN),45
6/4/2020,João Lira - 17278283926,Notebook,R$ 700,1,R$ 700,R$ 200,Cartão de Crédito,Rio Grande do Sul (RS),72
6/4/2020,João Lira - 17278283926,Celular,R$ 300,3,R$ 900,R$ 300,Cartão de Crédito,Rondônia (RO),75
6/4/2020,João Lira - 17278283926,Tablet,R$ 500,2,R$ 1.000,R$ 400,Cartão de Crédito,Roraima (RR),4
6/4/2020,João Lira - 17278283926,Notebook,R$ 700,2,R$ 1.400,R$ 500,Cartão de Crédito,Santa Catarina (SC),70
7/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,São Paulo (SP),53
7/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,0,R$ 0,R$ 0,Boleto,Sergipe (SE),11
7/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,4,R$ 2.800,R$ 1.200,Boleto,Tocantins (TO),65
7/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,8,R$ 2.400,R$ 1.200,Cartão de Crédito,Acre (AC),42
7/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,1,R$ 500,R$ 300,Cartão de Crédito,Alagoas (AL),10
7/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,5,R$ 3.500,R$ 1.200,Cartão de Crédito,Amapá (AP),10
7/4/2020,João Lira - 17278283926,Celular,R$ 300,7,R$ 2.100,R$ 600,Boleto,Amazonas (AM),45
7/4/2020,João Lira - 17278283926,Tablet,R$ 500,4,R$ 2.000,R$ 400,Cartão de Crédito,Bahia (BA),60
7/4/2020,João Lira - 17278283926,Notebook,R$ 700,6,R$ 4.200,R$ 2.600,Cartão de Crédito,Ceará (CE),17
7/4/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 200,Boleto,Distrito Federal (DF),35
7/4/2020,João Martins - 16337283762,Tablet,R$ 500,8,R$ 4.000,R$ 1.300,Cartão de Crédito,Espírito Santo (ES),45
7/4/2020,João Martins - 16337283762,Notebook,R$ 700,6,R$ 4.200,R$ 1.700,Cartão de Crédito,Goiás (GO),3
7/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,0,R$ 0,R$ 0,Boleto,Maranhão (MA),66
7/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,5,R$ 2.500,R$ 600,Cartão de Crédito,Mato Grosso (MT),55
7/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 300,Boleto,Mato Grosso do Sul (MS),16
7/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,1,R$ 300,R$ 100,Cartão de Crédito,Minas Gerais (MG),51
7/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,6,R$ 3.000,R$ 1.700,Boleto,Pará (PA),56
7/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,4,R$ 2.800,R$ 1.300,Cartão de Crédito,Paraíba (PB),39
7/4/2020,João Lira - 17278283926,Celular,R$ 300,7,R$ 2.100,R$ 1.000,Boleto,Paraná (PR),62
7/4/2020,João Lira - 17278283926,Tablet,R$ 500,4,R$ 2.000,R$ 500,Cartão de Crédito,Pernambuco (PE),55
7/4/2020,João Lira - 17278283926,Notebook,R$ 700,3,R$ 2.100,R$ 600,Boleto,Piauí (PI),48
7/4/2020,João Martins - 16337283762,Celular,R$ 300,3,R$ 900,R$ 400,Cartão de Crédito,Rio de Janeiro (RJ),21
7/4/2020,João Martins - 16337283762,Tablet,R$ 500,4,R$ 2.000,R$ 500,Cartão de Crédito,Rio Grande do Norte (RN),99
7/4/2020,João Martins - 16337283762,Notebook,R$ 700,1,R$ 700,R$ 200,Cartão de Crédito,Rio Grande do Sul (RS),19
7/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,5,R$ 1.500,R$ 300,Cartão de Crédito,Rondônia (RO),57
7/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,6,R$ 3.000,R$ 1.600,Boleto,Roraima (RR),40
7/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,4,R$ 2.800,R$ 1.300,Cartão de Crédito,Santa Catarina (SC),7
7/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,2,R$ 600,R$ 300,Cartão de Crédito,São Paulo (SP),12
7/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,2,R$ 1.000,R$ 300,Cartão de Crédito,Sergipe (SE),27
7/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,1,R$ 700,R$ 200,Boleto,Tocantins (TO),83
7/4/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 300,Boleto,Bahia (BA),97
7/4/2020,João Lira - 17278283926,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Ceará (CE),8
7/4/2020,João Lira - 17278283926,Notebook,R$ 700,1,R$ 700,R$ 400,Cartão de Crédito,Distrito Federal (DF),28
7/4/2020,João Martins - 16337283762,Celular,R$ 300,2,R$ 600,R$ 200,Cartão de Crédito,Espírito Santo (ES),92
7/4/2020,João Martins - 16337283762,Tablet,R$ 500,3,R$ 1.500,R$ 500,Boleto,Goiás (GO),36
7/4/2020,João Martins - 16337283762,Notebook,R$ 700,2,R$ 1.400,R$ 400,Cartão de Crédito,Maranhão (MA),16
8/4/2020,Alon Pinheiro - 14037281763,Celular,R$ 300,6,R$ 1.800,R$ 900,Cartão de Crédito,Mato Grosso (MT),6
8/4/2020,Alon Pinheiro - 14037281763,Tablet,R$ 500,0,R$ 0,R$ 0,Cartão de Crédito,Mato Grosso do Sul (MS),6
8/4/2020,Alon Pinheiro - 14037281763,Notebook,R$ 700,2,R$ 1.400,R$ 800,Cartão de Crédito,Minas Gerais (MG),98
8/4/2020,Diego Amorim - 13201937281,Celular,R$ 300,5,R$ 1.500,R$ 900,Boleto,Pará (PA),5
8/4/2020,Diego Amorim - 13201937281,Tablet,R$ 500,5,R$ 2.500,R$ 1.400,Cartão de Crédito,Paraíba (PB),75
8/4/2020,Diego Amorim - 13201937281,Notebook,R$ 700,8,R$ 5.600,R$ 1.300,Boleto,Paraná (PR),38
8/4/2020,João Lira - 17278283926,Celular,R$ 300,2,R$ 600,R$ 200,Cartão de Crédito,Pernambuco (PE),31
8/4/2020,João Lira - 17278283926,Tablet,R$ 500,6,R$ 3.000,R$ 700,Boleto,Piauí (PI),49
8/4/2020,João Lira - 17278283926,Notebook,R$ 700,4,R$ 2.800,R$ 700,Cartão de Crédito,Rio de Janeiro (RJ),23
